,M,N,K,Swizzle,BaselineRatio,L2_Hit_Rate (%),Arithmetic Intensity,Performance Bound,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per.second,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,Highlight,Total Time (seconds), base_ratio,w/o C,with C
579,2048,28672,4096,16,1,85.06,57.816576,,2376889.04,764.25,117440512,1040000000,,0.00311,0,0.241979077,0.354902646
580,2048,28672,4096,32,1.00128783,84.83,57.816576,,2376791.3,765.04,117440512,1040000000,,0.003106,0,0.241979077,0.354902646
581,2048,28672,4096,128,1.000965562,84.7,57.816576,,2376399.43,764.67,117440512,1040000000,,0.003107,0,0.241979077,0.354902646
596,1024,4096,4096,1,1,86.59,84.562944,,216433.41,764.24,8388608,50790000,,0.000283,0,0.825812955,0.990975546
597,1024,4096,4096,2,1.003546099,86.4,81.73056,,216295.15,764.53,8388608,52550000,,0.000282,0,0.7981549,0.95778588
598,1024,4096,4096,4,1,85.57,77.666304,,216274.72,763.08,8388608,55300000,,0.000283,0,0.758463653,0.910156383
599,1024,4096,4096,8,1,85.25,77.976576,,216436.98,763.48,8388608,55080000,,0.000283,0,0.761493101,0.913791721
600,1024,4096,4096,16,1,85.3,77.79328,,216490.5,763.41,8388608,55210000,,0.000283,0,0.759700054,0.911640065
601,1024,4096,4096,32,1,85.2,77.778944,,216349.59,763.34,8388608,55220000,,0.000283,0,0.759562477,0.911474973
602,1024,4096,4096,128,1.003546099,85.12,77.428224,,216406.83,765.45,8388608,55470000,,0.000282,0,0.756139174,0.907367009
617,1024,8192,4096,1,1,87.17,82.770432,,357728.96,764.33,16777216,103780000,,0.000468,0,0.727476123,0.889137483
618,1024,8192,4096,2,1.002141328,86.94,81.746432,,357824.41,764.79,16777216,105080000,,0.000467,0,0.718476132,0.878137495
619,1024,8192,4096,4,1,86.03,75.522048,,357884.87,763.3,16777216,113740000,,0.000468,0,0.663772393,0.811277369
620,1024,8192,4096,8,1.002141328,85.26,69.33504,,357628.7,764.79,16777216,123890000,,0.000467,0,0.60939117,0.744811429
621,1024,8192,4096,16,1.002141328,84.99,69.5424,,358459.46,766.2,16777216,123520000,,0.000467,0,0.61121658,0.747042487
622,1024,8192,4096,32,1.002141328,85.19,69.75744,,358172.06,765.69,16777216,123140000,,0.000467,0,0.613102745,0.749347799
623,1024,8192,4096,128,1,84.82,69.200896,,357419.13,762.88,16777216,124130000,,0.000468,0,0.608212938,0.743371369
638,1024,14336,4096,1,1,87.02,78.322176,,637174.22,766.07,29360128,191930000,,0.000831,0,0.65559902,0.808572125
639,1024,14336,4096,2,1,86.7,76.481024,,636036.31,764.5,29360128,196550000,,0.000831,0,0.640188858,0.789566258
640,1024,14336,4096,4,0.998798077,85.82,70.126592,,636216.69,764.39,29360128,214360000,,0.000832,0,0.586999067,0.723965516
641,1024,14336,4096,8,0.998798077,83.79,61.688832,,636320.48,764.25,29360128,243680000,,0.000832,0,0.516370322,0.63685673
642,1024,14336,4096,16,1,83.67,61.774848,,636586.46,765.19,29360128,243340000,,0.000831,0,0.517091806,0.63774656
643,1024,14336,4096,32,1,84,61.600256,,636034.76,764.61,29360128,244030000,,0.000831,0,0.515629718,0.635943318
644,1024,14336,4096,128,0.998798077,83.62,61.610496,,635550.52,763.44,29360128,243990000,,0.000832,0,0.515714251,0.636047576
659,1024,28672,4096,1,1,86.8,77.108736,,1197081.43,765.05,58720256,389900000,,0.001564,0,0.623928269,0.774531644
660,1024,28672,4096,2,1.000639795,86.58,74.217472,,1196783.43,765.32,58720256,405090000,,0.001563,0,0.600532306,0.74548838
661,1024,28672,4096,4,1,85.17,67.56864,,1195463.83,763.97,58720256,444950000,,0.001564,0,0.546734761,0.678705221
662,1024,28672,4096,8,1.000639795,83.41,58.65216,,1195804.15,764.71,58720256,512590000,,0.001563,0,0.47458911,0.589145102
663,1024,28672,4096,16,1,83.44,58.615808,,1195243.89,764.11,58720256,512910000,,0.001564,0,0.474293018,0.58877754
664,1024,28672,4096,32,1,83.35,58.645504,,1195144.2,763.83,58720256,512650000,,0.001564,0,0.474533565,0.589076149
665,1024,28672,4096,128,1.000639795,83.3,58.692608,,1197095.89,765.74,58720256,512240000,,0.001563,0,0.474913384,0.58954765
680,256,4096,4096,1,1,65,30.110208,memory bound,76298.43,758.13,2097152,35660000,,0.0001,0,0.999763993,1.05857364
681,256,4096,4096,2,1,65.07,30.118912,memory bound,76389.85,759.04,2097152,35650000,,0.0001,0,1.000044432,1.058870575
682,256,4096,4096,4,1,65.65,30.118912,memory bound,76314.04,759.25,2097152,35650000,,0.0001,0,1.000044432,1.058870575
683,256,4096,4096,8,1,65.06,30.118912,memory bound,76377.87,759.16,2097152,35650000,,0.0001,0,1.000044432,1.058870575
684,256,4096,4096,16,1,65.11,30.110208,memory bound,76302.89,758.66,2097152,35660000,,0.0001,0,0.999763993,1.05857364
685,256,4096,4096,32,1,65.13,30.093312,memory bound,76313.17,759.73,2097152,35680000,,0.0001,0,0.999203587,1.057980269
686,256,4096,4096,128,1,65.21,30.110208,memory bound,76534.96,760.24,2097152,35660000,,0.0001,0,0.999763993,1.05857364
701,256,8192,4096,1,1,66.92,30.943232,memory bound,145893.65,763.55,4194304,69400000,,0.000191,0,0.997204841,1.057641499
702,256,8192,4096,2,1,66.8,30.938624,memory bound,145656.81,761.8,4194304,69410000,,0.000191,0,0.997061173,1.057489123
703,256,8192,4096,4,1,65.98,29.632512,memory bound,145828.5,763.08,4194304,72470000,,0.000191,0,0.954960894,1.012837312
704,256,8192,4096,8,1,66.2,29.652992,memory bound,145920.65,762.67,4194304,72420000,,0.000191,0,0.955620215,1.013536592
705,256,8192,4096,16,1,66.27,29.661184,memory bound,145831.19,762.21,4194304,72400000,,0.000191,0,0.955884199,1.013816575
706,256,8192,4096,32,1,66.16,29.636608,memory bound,145686.69,762.34,4194304,72460000,,0.000191,0,0.955092686,1.012977091
707,256,8192,4096,128,1,66.19,29.652992,memory bound,145719.87,762.52,4194304,72420000,,0.000191,0,0.955620215,1.013536592
722,256,14336,4096,1,1,67.37,29.635584,memory bound,216439.33,764.26,7340032,126810000,,0.000283,0,0.942651715,1.000533838
723,256,14336,4096,2,1,67.37,29.88544,memory bound,216492.37,764.71,7340032,125750000,,0.000283,0,0.950597726,1.008967761
724,256,14336,4096,4,0.98951049,67.6,29.820928,memory bound,218193.67,762.45,7340032,126020000,,0.000286,0,0.948561054,1.006806031
725,256,14336,4096,8,1,66.32,28.241408,memory bound,216244.63,762.28,7340032,133070000,,0.000283,0,0.898306636,0.953465815
726,256,14336,4096,16,1,66.34,28.179968,memory bound,218263.26,769.83,7340032,133360000,,0.000283,0,0.896353209,0.951392442
727,256,14336,4096,32,1,66.26,28.205056,memory bound,217748.33,767.32,7340032,133240000,,0.000283,0,0.897160492,0.952249295
728,256,14336,4096,128,1,66.28,28.211712,memory bound,218218.81,769.07,7340032,133210000,,0.000283,0,0.89736254,0.952463749
743,256,28672,4096,1,1,63.1,23.04,memory bound,356947.52,764.07,14680064,326220000,,0.000467,0,0.726436687,0.77143719
744,256,28672,4096,2,1.002145923,68.62,29.599232,memory bound,356379.72,763.79,14680064,253930000,,0.000466,0,0.933242138,0.991053597
745,256,28672,4096,4,1.002145923,68.56,29.149184,memory bound,356194.59,764.18,14680064,257850000,,0.000466,0,0.919054396,0.975986969
746,256,28672,4096,8,1.002145923,67.75,28.229632,memory bound,356724.59,764.95,14680064,266250000,,0.000466,0,0.890058877,0.945195268
747,256,28672,4096,16,1.002145923,67.19,28.229632,memory bound,356557.57,764.07,14680064,266250000,,0.000466,0,0.890058877,0.945195268
748,256,28672,4096,32,1.002145923,67.24,28.224512,memory bound,356312.74,763.96,14680064,266300000,,0.000466,0,0.889891761,0.945017799
749,256,28672,4096,128,1.002145923,67.98,28.224512,memory bound,356178.13,763.94,14680064,266300000,,0.000466,0,0.889891761,0.945017799
764,128,4096,4096,1,1,44.33,15.511552,memory bound,76107.72,758.65,1048576,34610000,,0.0001,0,0.999797977,1.030094886
765,128,4096,4096,2,1,43.48,15.511552,memory bound,76145.74,758.54,1048576,34610000,,0.0001,0,0.999797977,1.030094886
766,128,4096,4096,4,1,43.58,15.507456,memory bound,76129.85,758.39,1048576,34620000,,0.0001,0,0.999509185,1.029797343
767,128,4096,4096,8,1,43.5,15.511552,memory bound,76133.91,760.61,1048576,34610000,,0.0001,0,0.999797977,1.030094886
768,128,4096,4096,16,1,43.61,15.511552,memory bound,76179.61,759.37,1048576,34610000,,0.0001,0,0.999797977,1.030094886
769,128,4096,4096,32,1,43.5,15.507456,memory bound,76086.63,759.17,1048576,34620000,,0.0001,0,0.999509185,1.029797343
770,128,4096,4096,128,1,43.64,15.511552,memory bound,76133.74,759.64,1048576,34610000,,0.0001,0,0.999797977,1.030094886
785,128,8192,4096,1,1,47.74,15.72096,memory bound,76498.67,758.92,2097152,68300000,,0.0001,0,0.997912738,1.028617745
786,128,8192,4096,2,1,47.8,15.753216,memory bound,76441.7,757.87,2097152,68160000,,0.0001,0,0.999962441,1.030730516
787,128,8192,4096,4,0.99009901,47.68,15.739392,memory bound,76621.06,757.96,2097152,68220000,,0.000101,0,0.999082967,1.029823981
788,128,8192,4096,8,1,47.68,15.748608,memory bound,76459.72,758.77,2097152,68180000,,0.0001,0,0.999669111,1.030428161
789,128,8192,4096,16,1,47.67,15.748608,memory bound,76465.09,757.86,2097152,68180000,,0.0001,0,0.999669111,1.030428161
790,128,8192,4096,32,0.99009901,47.68,15.753216,memory bound,76497.72,756.27,2097152,68160000,,0.000101,0,0.999962441,1.030730516
791,128,8192,4096,128,1,47.73,15.753216,memory bound,76569.72,758.9,2097152,68160000,,0.0001,0,0.999962441,1.030730516
806,128,14336,4096,1,1,49.26,15.79264,memory bound,155768.31,758.81,3670016,118980000,,0.000205,0,0.995873996,1.02671965
807,128,14336,4096,2,1.004901961,49.27,15.805952,memory bound,155557.98,761.34,3670016,118880000,,0.000204,0,0.996711709,1.027583311
808,128,14336,4096,4,1,49.48,15.799296,memory bound,157605.17,766.44,3670016,118930000,,0.000205,0,0.996292676,1.027151299
809,128,14336,4096,8,1,49.23,15.779328,memory bound,155855.19,758.05,3670016,119080000,,0.000205,0,0.995037689,1.02585744
810,128,14336,4096,16,0.995145631,49.29,15.799296,memory bound,156985.56,760.59,3670016,118930000,,0.000206,0,0.996292676,1.027151299
811,128,14336,4096,32,0.995145631,49.45,15.7952,memory bound,157962.26,763.55,3670016,118960000,,0.000206,0,0.996041426,1.026892266
812,128,14336,4096,128,0.995145631,49.29,15.800832,memory bound,155994.76,757.2,3670016,118920000,,0.000206,0,0.996376455,1.027237672
827,128,28672,4096,1,1,50.2,15.606272,memory bound,219607.94,762.36,7340032,240800000,,0.000288,0,0.979774086,1.010255947
828,128,28672,4096,2,1,50.21,15.601152,memory bound,219277.07,758.93,7340032,240880000,,0.000288,0,0.979448688,1.009920425
829,128,28672,4096,4,1,50.2,15.603712,memory bound,219866.67,761.99,7340032,240840000,,0.000288,0,0.97961136,1.010088158
830,128,28672,4096,8,1,50.34,15.606272,memory bound,219112.35,759.88,7340032,240800000,,0.000288,0,0.979774086,1.010255947
831,128,28672,4096,16,1,50.22,15.604736,memory bound,219680.35,760.33,7340032,240830000,,0.000288,0,0.979652037,1.0101301
832,128,28672,4096,32,1.003484321,50.19,15.602176,memory bound,220789.17,768.08,7340032,240870000,,0.000287,0,0.979489351,1.009962353
833,128,28672,4096,128,1,50.2,15.606272,memory bound,219436.04,761.59,7340032,240800000,,0.000288,0,0.979774086,1.010255947
1,131072,4096,8192,1,1,66.42,15.584768,memory bound,45081438.74,764.82,2147483648,70550000000,,0.058943,0,0.031390397,0.046609984
2,131072,4096,8192,2,1.08057124,78.69,29.445632,memory bound,41731826.2,765.04,2147483648,37340000000,,0.054548,0,0.059308851,0.088064658
3,131072,4096,8192,4,1.081900112,85.24,52.382208,memory bound,41676970.26,764.98,2147483648,20990000000,,0.054481,0,0.105507028,0.15666195
4,131072,4096,8192,8,1.082575716,87.4,72.574976,,41653796.87,765.02,2147483648,15150000000,,0.054447,0,0.146177724,0.217051771
5,131072,4096,8192,16,1.082396797,87.33,72.622592,,41654768.7,764.92,2147483648,15140000000,,0.054456,0,0.146274274,0.217195134
6,131072,4096,8192,32,1.082555833,87.53,72.574976,,41651826.96,764.98,2147483648,15150000000,,0.054448,0,0.146177724,0.217051771
7,131072,4096,8192,128,1.082535951,87.34,72.574976,,41654065.59,765,2147483648,15150000000,,0.054449,0,0.146177724,0.217051771
22,131072,8192,8192,1,1,66.52,15.6288,memory bound,90708795.57,765.39,4294967296,1.407E+11,,0.118513,0,0.016216783,0.031479638
23,131072,8192,8192,2,1.074879599,78.59,29.959168,memory bound,84374890.81,765.25,4294967296,73400000000,,0.110257,0,0.03108585,0.06034312
24,131072,8192,8192,4,1.08376542,85.34,52.494848,memory bound,83624862.33,764.72,4294967296,41890000000,,0.109353,0,0.05446888,0.105733708
25,131072,8192,8192,8,1.08154996,82.94,57.41568,,83837458.02,765.1,4294967296,38300000000,,0.109577,0,0.059574448,0.115644518
26,131072,8192,8192,16,1.081066535,82.88,57.535488,,83809727.5,764.5,4294967296,38220000000,,0.109626,0,0.059699146,0.115886578
27,131072,8192,8192,32,1.08057369,83.32,58.656256,,83786431.81,763.94,4294967296,37490000000,,0.109676,0,0.0608616,0.118143105
28,131072,8192,8192,128,1.080632808,83.32,57.385472,,83858690.63,764.64,4294967296,38320000000,,0.10967,0,0.059543355,0.11558416
43,131072,14336,8192,1,1,66.5,15.60832,memory bound,160286805.9,766.55,7516192768,2.4655E+11,,0.209101,0,0.009662805,0.024905541
44,131072,14336,8192,2,1.095785099,78.66,29.907968,memory bound,145971988.5,764.96,7516192768,1.2867E+11,,0.190823,0,0.018515308,0.047722554
45,131072,14336,8192,4,1.097412617,86.16,52.788224,memory bound,145755942.4,764.96,7516192768,72900000000,,0.19054,0,0.032679899,0.08423129
46,131072,14336,8192,8,1.097810165,85.75,66.61376,,145712296.7,765.01,7516192768,57770000000,,0.190471,0,0.041238786,0.106291519
47,131072,14336,8192,16,1.098029228,85.43,64.7424,,145697173.8,765.08,7516192768,59440000000,,0.190433,0,0.040080159,0.103305199
48,131072,14336,8192,32,1.097694904,84.88,65.257984,,145708915.4,764.91,7516192768,58970000000,,0.190491,0,0.040399604,0.104128558
49,131072,14336,8192,128,1.097821693,85.16,64.56832,,145703275,764.97,7516192768,59600000000,,0.190469,0,0.039972562,0.10302787
64,131072,28672,8192,1,1,66.47,15.618048,memory bound,319577497.5,765.43,15032385536,4.928E+11,,0.417513,0,0.005310969,0.020562984
65,131072,28672,8192,2,1.094587792,78.7,30.099968,memory bound,291797356.7,765,15032385536,2.557E+11,,0.381434,0,0.010235611,0.039630186
66,131072,28672,8192,4,1.095966967,85.5,51.964928,memory bound,291415236.3,764.96,15032385536,1.4811E+11,,0.380954,0,0.017670959,0.068418327
67,131072,28672,8192,8,1.096430344,84.8,59.552256,,291299371.2,764.98,15032385536,1.2924E+11,,0.380793,0,0.02025105,0.078407911
68,131072,28672,8192,16,1.096502332,84.18,58.873856,,291310417.1,765.06,15032385536,1.3073E+11,,0.380768,0,0.020020238,0.077514254
69,131072,28672,8192,32,1.096418827,83.9,59.737088,,291306650.8,764.99,15032385536,1.2884E+11,,0.380797,0,0.020313922,0.078651339
70,131072,28672,8192,128,1.096392914,84.79,59.483136,,291301622.7,764.96,15032385536,1.2939E+11,,0.380806,0,0.020227573,0.078317014
85,65536,4096,8192,1,1,66.43,15.53408,memory bound,22692970.8,766.31,1073741824,35390000000,,0.029613,0,0.032236527,0.047406657
86,65536,4096,8192,2,1.081832463,78.52,29.226496,memory bound,20936290.24,764.83,1073741824,18810000000,,0.027373,0,0.060651286,0.089193068
87,65536,4096,8192,4,1.086077899,85.42,52.158976,memory bound,20859235.24,765,1073741824,10540000000,,0.027266,0,0.108240103,0.159176622
88,65536,4096,8192,8,1.08707463,87.33,72.335872,,20844021.09,765.15,1073741824,7600000000,,0.027241,0,0.150111933,0.220752842
89,65536,4096,8192,16,1.087034726,87.46,72.335872,,20842318.78,765.08,1073741824,7600000000,,0.027242,0,0.150111933,0.220752842
90,65536,4096,8192,32,1.087114537,87.18,72.335872,,20838343.04,764.99,1073741824,7600000000,,0.02724,0,0.150111933,0.220752842
91,65536,4096,8192,128,1.087034726,87.25,72.335872,,20838771.61,764.93,1073741824,7600000000,,0.027242,0,0.150111933,0.220752842
106,65536,8192,8192,1,1,66.46,15.615488,memory bound,45401899.09,765.02,2147483648,70410000000,,0.059347,0,0.017156079,0.032405928
107,65536,8192,8192,2,1.074581734,78.45,29.651968,memory bound,42249175.83,764.99,2147483648,37080000000,,0.055228,0,0.032577118,0.061534557
108,65536,8192,8192,4,1.083290742,84.98,52.109312,memory bound,41903400.96,764.88,2147483648,21100000000,,0.054784,0,0.057249268,0.108137506
109,65536,8192,8192,8,1.082302951,84.21,59.336704,,41943708.98,764.92,2147483648,18530000000,,0.054834,0,0.065189398,0.12313553
110,65536,8192,8192,16,1.08248062,82.93,59.951104,,41948853.37,765.13,2147483648,18340000000,,0.054825,0,0.065864752,0.124411198
111,65536,8192,8192,32,1.082994215,83.48,64.487424,,41903120.37,764.66,2147483648,17050000000,,0.054799,0,0.070848068,0.133824128
112,65536,8192,8192,128,1.083191882,84.51,59.01824,,41963987.78,765.91,2147483648,18630000000,,0.054789,0,0.064839482,0.122474577
127,65536,14336,8192,1,1,66.42,15.603712,memory bound,80142674.78,764,3758096384,1.2331E+11,,0.104898,0,0.010612463,0.025850872
128,65536,14336,8192,2,1.097994473,78.84,29.601792,memory bound,73077459.67,764.92,3758096384,65000000000,,0.095536,0,0.020132659,0.049041093
129,65536,14336,8192,4,1.100194032,85.89,52.357632,memory bound,72933599.67,764.94,3758096384,36750000000,,0.095345,0,0.035608785,0.086739348
130,65536,14336,8192,8,1.101314463,86.98,68.304384,,72886204.44,765.22,3758096384,28170000000,,0.095248,0,0.046454485,0.113158361
131,65536,14336,8192,16,1.101418537,86.55,70.688256,,72851732.78,764.93,3758096384,27220000000,,0.095239,0,0.048075784,0.11710768
132,65536,14336,8192,32,1.101534197,87.58,69.438464,,72858217.56,765.08,3758096384,27710000000,,0.095229,0,0.047225653,0.115036847
133,65536,14336,8192,128,1.101464798,86.96,66.258432,,72911972.63,765.6,3758096384,29040000000,,0.095235,0,0.04506277,0.109768287
148,65536,28672,8192,1,1,66.42,15.612928,memory bound,159742072.1,764.8,7516192768,2.4648E+11,,0.208867,0,0.006262187,0.021509251
149,65536,28672,8192,2,1.094392514,79.21,29.875712,memory bound,146015414.1,765.07,7516192768,1.2881E+11,,0.190852,0,0.011982795,0.041158297
150,65536,28672,8192,4,1.096092487,85.7,51.982848,memory bound,145760564.5,764.92,7516192768,74030000000,,0.190556,0,0.020849708,0.071614214
151,65536,28672,8192,8,1.096765894,85.37,63.670784,,145699605.9,765.07,7516192768,60440000000,,0.190439,0,0.025537787,0.087716748
152,65536,28672,8192,16,1.096973262,85.1,64.363008,,145674139.2,765.08,7516192768,59790000000,,0.190403,0,0.025815418,0.08867035
153,65536,28672,8192,32,1.097094263,84.89,65.614336,,145680637.4,765.2,7516192768,58650000000,,0.190382,0,0.026317202,0.090393866
154,65536,28672,8192,128,1.096955978,85.68,63.52384,,145698969.8,765.2,7516192768,60580000000,,0.190406,0,0.02547877,0.087514035
169,32768,4096,8192,1,1,66.08,15.477248,memory bound,11487744.48,764.96,536870912,17760000000,,0.015017,0,0.03400787,0.049122479
170,32768,4096,8192,2,1.09166909,78.23,28.722688,memory bound,10515690.37,764.42,536870912,9570000000,,0.013756,0,0.063111784,0.091161466
171,32768,4096,8192,4,1.099824227,85.64,51.571712,memory bound,10445152.5,764.96,536870912,5330000000,,0.013654,0,0.113317031,0.163680156
172,32768,4096,8192,8,1.101276034,87.17,71.957504,,10430769.19,764.92,536870912,3820000000,,0.013636,0,0.158109889,0.228380951
173,32768,4096,8192,16,1.101356802,87.06,71.7696,,10431161.74,764.98,536870912,3830000000,,0.013635,0,0.157697069,0.227784656
174,32768,4096,8192,32,1.101437583,87.31,71.957504,,10432007.17,765.13,536870912,3820000000,,0.013634,0,0.158109889,0.228380951
175,32768,4096,8192,128,1.1010338,87.46,71.957504,,10430809.96,764.77,536870912,3820000000,,0.013639,0,0.158109889,0.228380951
190,32768,8192,8192,1,1,66.29,15.542784,memory bound,22924988.33,763.8,1073741824,35370000000,,0.030014,0,0.018973385,0.034152094
191,32768,8192,8192,2,1.082209562,77.82,29.28896,memory bound,21220639.48,765.13,1073741824,18770000000,,0.027734,0,0.035753257,0.064355863
192,32768,8192,8192,4,1.090426885,84.24,50.855936,memory bound,21053399.19,764.87,1073741824,10810000000,,0.027525,0,0.062080355,0.111744639
193,32768,8192,8192,8,1.08983297,85.24,62.259712,,21061687.44,764.76,1073741824,8830000000,,0.02754,0,0.076000978,0.136801761
194,32768,8192,8192,16,1.090545745,85.54,63.702528,,21046236.31,764.7,1073741824,8630000000,,0.027522,0,0.077762299,0.139972138
195,32768,8192,8192,32,1.091100771,84.77,62.829056,,21052269.31,765.31,1073741824,8750000000,,0.027508,0,0.076695845,0.13805252
196,32768,8192,8192,128,1.090426885,84.93,62.542848,,21061004.48,765.14,1073741824,8790000000,,0.027525,0,0.07634683,0.137424295
211,32768,14336,8192,1,1,66.25,15.552,memory bound,40421519.69,764.79,1879048192,61860000000,,0.052853,0,0.012475783,0.027663693
212,32768,14336,8192,2,1.103633326,78.69,29.421056,memory bound,36646187.57,765.21,1879048192,32700000000,,0.04789,0,0.023600977,0.0523326
213,32768,14336,8192,4,1.106915473,85.82,52.1728,memory bound,36520443.43,764.85,1879048192,18440000000,,0.047748,0,0.041852057,0.092802388
214,32768,14336,8192,8,1.108099042,87.79,71.635968,,36484763.17,764.92,1879048192,13430000000,,0.047697,0,0.057464776,0.127421894
215,32768,14336,8192,16,1.108191978,87.7,71.689216,,36485300.31,765,1879048192,13420000000,,0.047693,0,0.057507596,0.127516843
216,32768,14336,8192,32,1.108168742,87.39,71.37024,,36491437.93,765.11,1879048192,13480000000,,0.047694,0,0.057251627,0.126949261
217,32768,14336,8192,128,1.108122274,87.33,71.635968,,36484765.44,764.93,1879048192,13430000000,,0.047696,0,0.057464776,0.127421894
232,32768,28672,8192,1,1,66.34,15.563264,memory bound,80428820.98,764.82,3758096384,1.2363E+11,,0.10516,0,0.008142303,0.02334127
233,32768,28672,8192,2,1.100875173,78.94,29.529088,memory bound,73084224.65,765.08,3758096384,65160000000,,0.095524,0,0.015448634,0.044286083
234,32768,28672,8192,4,1.102849412,85.47,51.751936,memory bound,72940995.61,764.95,3758096384,37180000000,,0.095353,0,0.027074582,0.077613802
235,32768,28672,8192,8,1.104366638,87.31,69.714944,,72850168.24,765.05,3758096384,27600000000,,0.095222,0,0.036472209,0.104553665
236,32768,28672,8192,16,1.103601713,86.91,70.870528,,72854817.24,764.57,3758096384,27150000000,,0.095288,0,0.03707672,0.106286599
237,32768,28672,8192,32,1.103705958,87.38,68.425728,,72868863.87,764.79,3758096384,28120000000,,0.095279,0,0.035797758,0.10262024
238,32768,28672,8192,128,1.104007223,86.95,69.740544,,72856753.81,764.87,3758096384,27590000000,,0.095253,0,0.036485428,0.10459156
253,16384,4096,8192,1,1,66.55,15.707136,memory bound,5748300.78,769.82,268435456,8750000000,,0.007467,0,0.038347922,0.053687091
254,16384,4096,8192,2,1.079046243,77.77,28.163584,memory bound,5294293.22,765.05,268435456,4880000000,,0.00692,0,0.068759082,0.096262715
255,16384,4096,8192,4,1.091188075,85.65,50.343936,memory bound,5236548.39,765.14,268435456,2730000000,,0.006843,0,0.122910007,0.17207401
256,16384,4096,8192,8,1.093585237,87,70.844416,,5223220.76,764.97,268435456,1940000000,,0.006828,0,0.17296099,0.242145386
257,16384,4096,8192,16,1.093745423,86.9,70.844416,,5222870.31,764.99,268435456,1940000000,,0.006827,0,0.17296099,0.242145386
258,16384,4096,8192,32,1.093905655,87.27,70.844416,,5221603.96,764.88,268435456,1940000000,,0.006826,0,0.17296099,0.242145386
259,16384,4096,8192,128,1.093905655,87.13,70.844416,,5223512.93,765.18,268435456,1940000000,,0.006826,0,0.17296099,0.242145386
274,16384,8192,8192,1,1,66.21,15.573504,memory bound,11514308.91,763.06,536870912,17650000000,,0.015089,0,0.022813212,0.038022019
275,16384,8192,8192,2,1.080796505,78.16,28.573184,memory bound,10675778.5,764.68,536870912,9620000000,,0.013961,0,0.04185584,0.069759734
276,16384,8192,8192,4,1.088279841,85.15,50.343936,memory bound,10607892.07,765.05,536870912,5460000000,,0.013865,0,0.073746004,0.122910007
277,16384,8192,8192,8,1.089379828,87.27,66.07616,,10586734.04,764.28,536870912,4160000000,,0.013851,0,0.096791631,0.161319385
278,16384,8192,8192,16,1.090403237,86.39,66.235392,,10584520.19,764.87,536870912,4150000000,,0.013838,0,0.097024864,0.161708106
279,16384,8192,8192,32,1.088908133,87.15,67.537408,,10576569.33,763.24,536870912,4070000000,,0.013857,0,0.098931986,0.164886644
280,16384,8192,8192,128,1.087260412,86.89,65.603072,,10596804.5,763.54,536870912,4190000000,,0.013878,0,0.096098612,0.160164353
295,16384,14336,8192,1,1,66.2,15.497216,memory bound,20215878.81,766.83,939524096,31040000000,,0.026362,0,0.016215093,0.031349179
296,16384,14336,8192,2,1.095176769,78.12,29.047808,memory bound,18414871.85,765.02,939524096,16560000000,,0.024071,0,0.030393507,0.058760781
297,16384,14336,8192,4,1.100388196,85.55,50.47552,memory bound,18320168.43,764.69,939524096,9530000000,,0.023957,0,0.052813901,0.102106876
298,16384,14336,8192,8,1.103566644,87.66,70.429696,,18275913.65,765.06,939524096,6830000000,,0.023888,0,0.073692018,0.142471234
299,16384,14336,8192,16,1.103566644,87.6,70.53312,,18272463.85,764.92,939524096,6820000000,,0.023888,0,0.07380007,0.142680136
300,16384,14336,8192,32,1.103612844,87.39,70.53312,,18272877.8,764.94,939524096,6820000000,,0.023887,0,0.07380007,0.142680136
301,16384,14336,8192,128,1.103428069,87.42,70.53312,,18272699.48,764.82,939524096,6820000000,,0.023891,0,0.07380007,0.142680136
316,16384,28672,8192,1,1,66.19,15.534592,memory bound,40039875.02,766.7,1879048192,61930000000,,0.052223,0,0.011919869,0.027090612
317,16384,28672,8192,2,1.090637596,78.14,29.162496,memory bound,36631662.76,765.01,1879048192,32990000000,,0.047883,0,0.022376402,0.050855459
318,16384,28672,8192,4,1.093996145,85.5,51.22816,memory bound,36517494.78,764.98,1879048192,18780000000,,0.047736,0,0.039307641,0.089335548
319,16384,28672,8192,8,1.095097299,87.31,70.429696,,36485359.44,765.08,1879048192,13660000000,,0.047688,0,0.054040813,0.122820029
320,16384,28672,8192,16,1.095005452,87.39,70.53312,,36483666.65,764.97,1879048192,13640000000,,0.047692,0,0.054120052,0.123000117
321,16384,28672,8192,32,1.095097299,87.06,70.481408,,36482340.44,765.02,1879048192,13650000000,,0.047688,0,0.054080403,0.122910007
322,16384,28672,8192,128,1.095005452,87.16,70.481408,,36482258.57,764.95,1879048192,13650000000,,0.047692,0,0.054080403,0.122910007
337,8192,4096,8192,1,1,67.82,16.760832,memory bound,2862601.13,764.07,134217728,4100000000,,0.003746,0,0.049104047,0.065472062
338,8192,4096,8192,2,1.080473031,78.21,28.995072,memory bound,2649906.39,764.29,134217728,2370000000,,0.003467,0,0.084947929,0.113263905
339,8192,4096,8192,4,1.088320744,84.83,48.055296,memory bound,2632804.44,764.8,134217728,1430000000,,0.003442,0,0.140787827,0.187717102
340,8192,4096,8192,8,1.094681473,86.85,68.719104,,2620131.98,765.49,134217728,1000000000,,0.003422,0,0.201326592,0.268435456
