,M,N,K,Swizzle,BaselineRatio,L2_Hit_Rate (%),Arithmetic Intensity,Performance Bound,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per.second,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,Highlight,Total Time (seconds), base_ratio,w/o C,with C
15,131072,4096,2048,1,1,67.89,15.04512,memory bound,12090476.46,764.93,536870912,18270000000,,0.015805,0,0.030303674,0.089074436
16,131072,4096,2048,2,1.100856725,81.03,28.279296,memory bound,10982974.26,764.95,536870912,9720000000,,0.014357,0,0.056959684,0.16742695
17,131072,4096,2048,4,1.104163756,88.44,50.997248,memory bound,10947894.63,764.83,536870912,5390000000,,0.014314,0,0.102717649,0.301927635
18,131072,4096,2048,8,1.107645946,93.48,85.101056,,10914963.81,764.89,536870912,3230000000,,0.014269,0,0.171408089,0.503835898
19,131072,4096,2048,16,1.10780122,93.46,85.101056,,10914440.93,764.99,536870912,3230000000,,0.014267,0,0.171408089,0.503835898
20,131072,4096,2048,32,1.10780122,93.48,85.101056,,10915196.91,765.03,536870912,3230000000,,0.014267,0,0.171408089,0.503835898
21,131072,4096,2048,128,1.107723577,93.42,85.101056,,10916063.04,765.06,536870912,3230000000,,0.014268,0,0.171408089,0.503835898
36,131072,8192,2048,1,1,67.91,15.041024,memory bound,24260778.06,764.64,1073741824,36550000000,,0.031728,0,0.015606713,0.074361395
37,131072,8192,2048,2,1.10239394,80.63,28.366848,memory bound,22021695.81,765.14,1073741824,19380000000,,0.028781,0,0.029433712,0.140242982
38,131072,8192,2048,4,1.108789097,88.33,51.044864,memory bound,21889665.11,764.97,1073741824,10770000000,,0.028615,0,0.052964284,0.252359238
39,131072,8192,2048,8,1.112053556,93.41,84.969984,,21826396.96,764.99,1073741824,6470000000,,0.028531,0,0.088164659,0.42007867
40,131072,8192,2048,16,1.112053556,93.53,84.969984,,21825327.94,764.96,1073741824,6470000000,,0.028531,0,0.088164659,0.42007867
41,131072,8192,2048,32,1.11201458,93.48,84.969984,,21825327.91,764.93,1073741824,6470000000,,0.028532,0,0.088164659,0.42007867
42,131072,8192,2048,128,1.112170499,93.46,84.969984,,21826918.48,765.1,1073741824,6470000000,,0.028528,0,0.088164659,0.42007867
57,131072,14336,2048,1,1,67.92,15.044096,memory bound,43093306.19,764.93,1879048192,63950000000,,0.056336,0,0.009313388,0.068079555
58,131072,14336,2048,2,1.120289538,80.8,28.379648,memory bound,38472269.26,765.05,1879048192,33900000000,,0.050287,0,0.017569061,0.128427361
59,131072,14336,2048,4,1.124403728,88.21,51.038208,memory bound,38324725.72,764.91,1879048192,18850000000,,0.050103,0,0.031596348,0.230964857
60,131072,14336,2048,8,1.127802691,93.43,84.8384,,38217455.26,765.07,1879048192,11340000000,,0.049952,0,0.052521267,0.383923065
61,131072,14336,2048,16,1.127689813,93.47,84.913664,,38219335.2,765.03,1879048192,11330000000,,0.049957,0,0.052567623,0.38426192
62,131072,14336,2048,32,1.127644669,93.47,84.913664,,38216190.26,764.94,1879048192,11330000000,,0.049959,0,0.052567623,0.38426192
63,131072,14336,2048,128,1.127644669,93.5,84.8384,,38216881.24,764.95,1879048192,11340000000,,0.049959,0,0.052521267,0.383923065
78,131072,28672,2048,1,1,67.92,15.04256,memory bound,86043062.48,765.01,3758096384,1.2791E+11,,0.112473,0,0.005115405,0.063876977
79,131072,28672,2048,2,1.118878267,80.68,28.379648,memory bound,76906227.89,765.06,3758096384,67800000000,,0.100523,0,0.009650611,0.120508911
80,131072,28672,2048,4,1.122866042,88.22,51.038208,memory bound,76626310.94,764.99,3758096384,37700000000,,0.100166,0,0.017355741,0.216724249
81,131072,28672,2048,8,1.126103847,93.45,84.875776,,76404297.8,764.97,3758096384,22670000000,,0.099878,0,0.028862436,0.360410419
82,131072,28672,2048,16,1.126092572,93.48,84.875776,,76403622.54,764.96,3758096384,22670000000,,0.099879,0,0.028862436,0.360410419
83,131072,28672,2048,32,1.126160223,93.5,84.875776,,76401930.94,764.99,3758096384,22670000000,,0.099873,0,0.028862436,0.360410419
84,131072,28672,2048,128,1.126160223,93.45,84.875776,,76405295.65,765.02,3758096384,22670000000,,0.099873,0,0.028862436,0.360410419
99,65536,4096,2048,1,1,67.82,15.020544,memory bound,6049433.13,764.97,268435456,9150000000,,0.007908,0,0.031170784,0.0898452
100,65536,4096,2048,2,1.099249374,80.51,28.163584,memory bound,5501629.46,764.71,268435456,4880000000,,0.007194,0,0.05844522,0.168459751
101,65536,4096,2048,4,1.102006689,88.49,50.90304,memory bound,5491319.11,765.23,268435456,2700000000,,0.007176,0,0.105634323,0.304475401
102,65536,4096,2048,8,1.10585932,93.36,84.8384,,5471349.06,765.03,268435456,1620000000,,0.007151,0,0.176057205,0.507459002
103,65536,4096,2048,16,1.10585932,93.4,84.8384,,5471104.52,765.03,268435456,1620000000,,0.007151,0,0.176057205,0.507459002
104,65536,4096,2048,32,1.105550119,93.4,84.8384,,5470341.54,764.71,268435456,1620000000,,0.007153,0,0.176057205,0.507459002
105,65536,4096,2048,128,1.105704698,93.38,84.8384,,5470191.67,764.75,268435456,1620000000,,0.007152,0,0.176057205,0.507459002
120,65536,8192,2048,1,1,67.86,15.028736,memory bound,12128165.48,764.94,536870912,18290000000,,0.015855,0,0.016511202,0.075217699
121,65536,8192,2048,2,1.100048567,80.39,28.30848,memory bound,11025791.52,764.95,536870912,9710000000,,0.014413,0,0.031100915,0.141681948
122,65536,8192,2048,4,1.106420098,88.72,50.90304,memory bound,10963946.93,765.07,536870912,5400000000,,0.01433,0,0.055924053,0.254765132
123,65536,8192,2048,8,1.109594793,93.2,84.577792,,10930930.2,764.94,536870912,3250000000,,0.014289,0,0.092919966,0.423302065
124,65536,8192,2048,16,1.109983198,93.45,84.577792,,10928903.17,765.07,536870912,3250000000,,0.014284,0,0.092919966,0.423302065
125,65536,8192,2048,32,1.109750122,93.35,84.577792,,10929048.96,764.95,536870912,3250000000,,0.014287,0,0.092919966,0.423302065
126,65536,8192,2048,128,1.109827803,93.49,84.577792,,10928651.5,764.96,536870912,3250000000,,0.014286,0,0.092919966,0.423302065
141,65536,14336,2048,1,1,67.87,15.0272,memory bound,21521972.46,764.91,939524096,32010000000,,0.028136,0,0.010220422,0.068922334
142,65536,14336,2048,2,1.117749881,80.31,28.312576,memory bound,19252095.17,764.82,939524096,16990000000,,0.025172,0,0.019255781,0.129853084
143,65536,14336,2048,4,1.122163283,88.33,50.90304,memory bound,19181272.06,765,939524096,9450000000,,0.025073,0,0.034619652,0.233460731
144,65536,14336,2048,8,1.125485019,93.34,84.391936,,19123366.39,764.96,939524096,5700000000,,0.024999,0,0.057395739,0.387053316
145,65536,14336,2048,16,1.125530042,93.14,84.391936,,19125106.83,765.04,939524096,5700000000,,0.024998,0,0.057395739,0.387053316
146,65536,14336,2048,32,1.125620099,93.36,84.391936,,19124811.81,765.11,939524096,5700000000,,0.024996,0,0.057395739,0.387053316
147,65536,14336,2048,128,1.125394984,93.32,84.391936,,19122441.39,764.84,939524096,5700000000,,0.025001,0,0.057395739,0.387053316
162,65536,28672,2048,1,1,67.87,15.02976,memory bound,42961133.74,765.1,1879048192,64010000000,,0.056151,0,0.00602837,0.064739452
163,65536,28672,2048,2,1.116832747,80.67,28.320768,memory bound,38461503.41,764.98,1879048192,33970000000,,0.050277,0,0.011359316,0.121989177
164,65536,28672,2048,4,1.120823187,88.67,50.875904,memory bound,38322623.56,764.94,1879048192,18910000000,,0.050098,0,0.020405921,0.219141848
165,65536,28672,2048,8,1.124099135,93.41,84.466176,,38212528.69,764.98,1879048192,11390000000,,0.049952,0,0.033878487,0.363825492
166,65536,28672,2048,16,1.124144144,93.43,84.391936,,38210645.06,764.97,1879048192,11400000000,,0.04995,0,0.033848769,0.363506347
167,65536,28672,2048,32,1.124121639,93.32,84.466176,,38212754.26,765,1879048192,11390000000,,0.049951,0,0.033878487,0.363825492
168,65536,28672,2048,128,1.12405413,93.39,84.391936,,38210525.09,764.91,1879048192,11400000000,,0.049954,0,0.033848769,0.363506347
183,32768,4096,2048,1,1,67.72,15.00416,memory bound,3045690.94,765.39,134217728,4580000000,,0.003979,0,0.032968328,0.09157869
184,32768,4096,2048,2,1.102216066,79.74,27.93472,memory bound,2761394.37,764.8,134217728,2460000000,,0.00361,0,0.061380059,0.170500163
185,32768,4096,2048,4,1.103744799,88.23,50.528768,memory bound,2756554.2,764.45,134217728,1360000000,,0.003605,0,0.111025694,0.308404706
186,32768,4096,2048,8,1.108665366,93.2,84.121088,,2746088.31,765.06,134217728,816910000,,0.003589,0,0.184836694,0.513435262
187,32768,4096,2048,16,1.108356546,93.2,84.09856,,2747030.04,765.09,134217728,817130000,,0.00359,0,0.18478693,0.513297027
188,32768,4096,2048,32,1.108665366,93.23,84.110848,,2746452.44,765.18,134217728,817010000,,0.003589,0,0.184814071,0.513372419
189,32768,4096,2048,128,1.108047898,93.21,84.097536,,2746824.04,764.84,134217728,817140000,,0.003591,0,0.184784668,0.513290746
